Source,Target
218,734
952,218
734,952
218,952
218,734
218,952
218,734
952,218
218,952
218,218
218,952
952,218
734,734
952,952
218,734
952,952
952,734
218,952
734,734
734,734
218,218
218,952
734,952
952,218
218,218
218,952
218,218
734,734
218,952
218,734
734,218
734,734
734,218
218,218
734,218
218,734
734,734
218,734
218,218
734,218
734,734
952,218
952,218
218,218
218,952
734,734
952,952
734,218
734,218
734,734
952,218
734,734
734,952
952,952
952,734
952,218
218,734
952,734
218,952
952,734
218,218
952,734
218,218
734,734
734,734
218,218
734,218
218,218
952,952
218,952
734,218
952,218
734,952
734,218
952,734
952,218
952,734
734,734
734,952
952,734
952,218
734,734
952,218
952,218
218,218
734,952
952,734
218,734
218,218
734,734
952,952
734,734
734,734
734,218
952,734
734,734
218,218
218,218
218,218
218,218
218,218
734,218
952,952
218,734
952,218
734,218
218,218
734,952
218,952
218,218
734,952
952,218
734,218
734,952
218,218
218,952
734,218
218,734
218,952
952,218
218,218
952,952
218,734
952,218
734,218
952,218
952,218
218,952
218,952
218,734
734,734
218,218
734,952
952,952
218,218
952,734
734,734
218,734
734,734
734,952
734,734
218,734
734,952
734,218
218,218
952,734
952,952
952,952
952,734
218,952
952,734
734,734
952,952
952,218
218,218
952,218
734,952
952,218
218,218
734,218
218,734
952,734
218,952
952,952
952,218
952,952
952,734
734,218
218,952
734,952
952,734
952,952
218,734
952,952
952,734
218,734
218,734
734,952
218,218
734,218
952,952
952,952
734,952
952,734
218,734
952,952
218,218
952,952
218,218
218,734
218,952
218,734
734,218
952,218
218,734
952,218
952,218
952,218
952,734
218,218
734,218
218,734
218,734
734,952
734,734
218,952
952,734
734,734
218,218
734,952
218,218
218,952
952,952
952,952
734,734
218,734
952,952
734,218
218,734
218,218
952,218
952,734
952,218
734,734
218,734
734,952
952,218
952,952
952,218
952,734
734,952
734,734
218,218
734,218
952,734
952,218
218,734
952,952
734,952
952,952
734,218
734,218
734,734
218,734
218,218
734,952
734,734
734,218
952,734
952,734
734,218
952,218
734,218
952,218
952,218
734,952
734,734
734,734
734,218
734,734
734,218
218,734
734,218
952,734
734,218
952,952
734,218
734,952
952,734
218,734
734,218
734,952
734,734
734,734
218,952
734,218
218,734
734,952
952,734
734,218
218,952
734,952
734,734
952,218
734,218
218,952
734,952
734,218
734,734
734,218
952,952
734,952
734,218
218,734
734,218
734,952
734,952
952,952
952,218
218,218
218,952
218,952
734,952
734,218
734,218
952,218
734,218
952,952
952,952
734,734
218,218
218,734
218,218
952,734
734,734
734,952
734,734
218,952
218,734
218,734
952,218
952,952
218,218
952,218
952,218
952,952
218,218
218,218
734,218
952,952
952,734
734,218
218,218
218,952
218,952
218,218
218,218
952,734
218,734
218,734
734,218
734,952
952,952
734,734
734,734
952,734
218,952
952,734
734,952
218,952
218,218
734,218
218,952
218,218
218,952
952,218
218,952
952,952
952,218
952,218
218,952
952,952
952,218
218,952
218,952
218,952
952,952
952,952
952,952
218,952
952,218
218,952
952,952
952,952
952,218
952,952
952,218
952,952
218,952
218,952
218,218
952,218
952,952
218,952
218,218
218,218
218,952
218,218
952,218
952,218
952,218
952,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
218,218
